RIN,INCIDENT_DATE,LOCATION_DISTRICT,INCIDENT_REASON,REASON_FOR_FORCE,SUBJECT_GENDER,SUBJECT_RACE,SUBJECT_ROLE,SUBJECT_DESCRIPTION,REASON_FOR_FORCE1,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,NUMBER_EC_CYCLES,SUBJECT_INJURY_TYPE,OFFICER_INJURY_TYPE,OFFICER_YEARS_ON_FORCE,Y_COORDINATE,Y_COORDINATE.1,LOCATION_DISTRICT.1,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_LATITUDE,LOCATION_LONGITUDE,Unnamed: 24
176690,11/6/16,8,0,0,1,5,0,0,10,0,0,0,0,0,0,0,4,3115403,10070458,9,6,,,
161681,6/11/15,9,2,0,1,4,0,0,39,1,0,0,0,1,2,0,3,3121438,10058363,3,283,,,
162068,6/20/15,10,2,1,1,4,0,0,0,0,0,0,0,0,0,1,4,3126582,10096813,4,328,,,
166882,9/27/15,8,2,0,1,4,0,0,0,0,0,0,0,0,0,0,2,3115672,10067140,9,453,,,
157139,3/8/15,8,0,4,1,1,0,0,1,4,0,0,0,0,1,0,17,3115155,10070604,9,11,,,
142857,1/28/14,6,2,1,1,2,2,1,35,0,0,0,0,0,6,0,1,3136515,10121827,0,454,30.406859,-97.668257,
157564,3/18/15,8,0,0,1,2,0,2,0,0,0,0,0,0,4,0,10,3112239,10069610,9,455,,,
175558,9/1/16,6,2,0,1,2,0,0,8,0,0,0,0,0,6,0,8,3141933,10112339,1,456,,,
175567,9/1/16,6,2,0,1,2,0,0,8,0,0,0,0,0,6,0,1,3141933,10112339,1,456,,,
152249,9/28/14,9,1,2,1,5,2,2,18,9,0,0,0,0,2,0,13,3112547,10064536,0,457,30.251162,-97.749078,
155805,2/6/15,8,2,0,1,5,0,0,1,0,0,0,0,0,0,0,16,3114256,10070146,9,458,,,
157568,3/18/15,8,0,0,1,5,0,0,0,0,0,0,0,0,6,0,8,3115491,10070521,9,19,,,
160543,5/20/15,10,2,4,2,5,0,0,0,0,0,0,0,0,0,1,7,3124784,10087450,4,44,,,
173271,4/8/16,5,2,0,1,5,0,3,8,0,0,0,0,0,4,3,21,3074753,10053638,8,168,,,
176080,9/25/16,3,2,1,2,5,0,3,4,0,0,0,0,0,6,0,14,3117100,10073351,1,149,,,
174178,5/20/16,8,0,5,1,5,0,0,10,4,0,0,0,0,1,0,3,3115225,10070599,9,18,,,
174179,5/20/16,8,0,5,1,5,0,0,10,4,0,0,0,0,1,0,3,3115225,10070599,9,18,,,
157140,3/8/15,8,0,4,3,3,0,2,1,4,0,0,0,0,0,0,17,3115155,10070604,9,11,,,
166570,9/19/15,8,0,5,3,3,0,0,1,4,0,0,0,0,0,0,8,3115491,10070521,9,43,,,
147189,5/18/14,5,0,0,1,2,2,2,5,1,0,0,0,1,4,1,4,3094135,10066586,0,255,30.255443,-97.810066,
177171,12/8/16,8,2,3,1,2,0,3,8,0,0,0,0,0,0,0,15,3115755,10066796,9,133,,,
150919,8/25/14,9,2,1,1,4,2,0,11,0,0,0,0,0,0,0,2,3119503,10061035,0,459,30.240844,-97.727445,
167003,10/2/15,8,0,0,2,4,0,2,1,0,0,0,0,0,0,0,18,3115491,10070521,9,19,,,
143574,2/15/14,8,2,0,2,2,2,0,20,0,0,0,0,0,0,0,10,3114906,10068704,0,460,,,
160122,5/8/15,4,2,0,1,2,0,3,5,1,0,0,0,1,4,0,18,3118715,10071215,1,461,,,
165221,8/16/15,4,2,0,1,2,0,2,11,1,0,0,0,1,4,0,2,3139623,10084179,1,462,,,
148554,6/11/14,8,3,1,1,5,2,0,2,0,0,0,0,0,0,0,12,3115491,10070521,0,43,,,
154622,12/31/14,6,2,0,1,5,2,0,0,3,0,0,0,1,0,0,7,3131269,10103818,0,463,30.357749,-97.687084,
148210,6/6/14,8,0,5,1,4,2,0,1,4,0,0,0,0,1,0,6,3115555,10070291,0,128,30.266943,-97.738803,
157887,3/26/15,9,2,1,1,4,0,0,9,0,0,0,0,0,0,1,0,3127258,10055405,3,464,,,
157923,3/26/15,9,2,1,1,4,0,0,9,0,0,0,0,0,0,1,1,3127258,10055405,3,464,,,
169648,12/22/15,10,2,2,1,1,0,1,15,1,0,0,0,1,0,0,13,3125578,10096933,4,136,,,
142528,1/10/14,4,2,1,2,2,2,1,0,0,0,0,0,0,0,0,9,3121664,10072935,0,225,30.27381,-97.719665,
142408,1/10/14,4,0,0,2,2,2,1,0,0,0,0,0,0,0,0,9,3121664,10072935,0,225,30.27381,-97.719665,
172602,3/17/16,8,0,0,1,2,0,0,8,0,0,0,0,0,0,0,4,3115556,10069646,9,465,,,
145490,3/28/14,8,0,1,2,5,2,0,1,0,0,0,0,0,0,5,2,3115085,10070527,0,381,,,
173165,4/3/16,5,1,1,1,5,0,2,55,0,0,0,0,0,0,2,2,3111924,10067112,9,466,,,
155057,1/17/15,8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,3115535,10070296,9,1,,,
145028,3/14/14,3,1,0,1,5,2,0,0,0,0,0,0,0,4,0,12,3111526,10073901,0,467,,,
148784,6/20/14,6,2,0,1,5,5,3,17,0,0,0,0,0,6,2,21,3132727,10116304,0,468,30.392618,-97.681563,
158723,4/14/15,8,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,3115491,10070521,9,19,,,
158724,4/14/15,8,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,3115491,10070521,9,19,,,
158762,4/14/15,8,0,0,1,5,0,0,0,0,0,0,0,0,0,0,19,3115491,10070521,9,19,,,
158885,4/14/15,8,0,0,1,5,0,0,0,0,0,0,0,0,0,3,2,3115491,10070521,9,19,,,
161461,6/5/15,8,0,5,1,5,0,0,1,0,0,0,0,0,0,0,5,3114905,10070325,9,469,,,
161493,6/7/15,8,3,0,1,5,0,0,0,2,0,0,0,2,0,6,7,3115491,10070521,9,43,,,
161506,6/7/15,8,0,0,1,5,0,0,1,0,0,0,0,0,0,3,5,3115491,10070521,9,43,,,
161509,6/7/15,8,3,0,1,5,0,0,9,1,0,0,0,2,2,0,7,3115491,10070521,9,43,,,
161522,6/7/15,8,0,0,1,5,0,0,21,0,0,0,0,0,0,0,2,3115491,10070521,9,43,,,
161961,6/7/15,8,0,2,1,5,0,0,1,0,0,0,0,0,0,0,3,3115491,10070521,9,43,,,
177341,12/15/16,8,3,0,1,5,0,0,8,0,0,0,0,0,0,0,4,3115647,10070017,9,16,,,
177375,12/15/16,8,0,0,1,5,0,0,8,0,0,0,0,0,0,0,5,3115647,10070017,9,16,,,
177410,12/15/16,8,0,0,1,5,0,0,8,0,0,0,0,0,0,0,6,3115647,10070017,9,16,,,
177544,12/26/16,8,0,0,1,5,0,0,8,0,0,0,0,0,0,0,19,3115501,10070307,9,278,,,
155018,1/17/15,8,0,5,3,3,0,0,1,4,0,0,0,0,0,0,2,3115535,10070296,9,1,,,
155161,1/19/15,8,3,5,1,4,0,0,1,0,0,0,0,0,0,0,6,3114818,10070707,9,265,,,
156002,2/8/15,7,2,0,1,4,0,0,0,0,0,0,0,0,0,2,7,3100423,10033116,5,393,,,
170132,1/5/16,6,2,1,1,4,0,1,8,0,0,0,0,0,0,0,4,3134581,10110842,1,297,,,
171276,2/12/16,9,2,0,1,4,0,0,14,10,0,0,0,1,2,0,10,3119403,10056099,3,470,,,
150538,8/19/14,10,1,0,1,2,2,0,5,10,0,0,0,4,4,0,4,3129833,10089571,0,471,,,
154306,12/23/14,10,2,0,1,2,2,0,11,0,0,0,0,0,0,0,1,3135480,10086086,0,472,30.308808,-97.67488,
154307,12/23/14,10,2,0,1,2,2,0,11,0,0,0,0,0,0,0,7,3135480,10086086,0,472,30.308808,-97.67488,
156502,1/23/15,10,1,1,1,2,0,2,21,0,0,0,0,0,4,0,1,3137027,10086436,1,473,,,
161053,6/1/15,8,0,0,1,2,0,2,0,0,0,0,0,0,0,2,12,3115952,10070759,9,29,,,
175126,8/7/16,9,2,0,1,2,0,2,8,0,0,0,0,0,1,0,9,3126369,10055884,3,474,,,
148783,6/20/14,6,2,0,1,5,5,3,17,0,0,0,0,0,6,0,9,3132727,10116304,0,468,30.392618,-97.681563,
169025,12/1/15,4,2,1,1,5,0,0,21,9,0,0,0,0,4,0,10,3120458,10078426,9,475,,,
169638,12/23/15,4,2,0,1,5,0,0,9,1,0,0,0,8,4,2,13,3144962,10075799,1,476,,,
169640,12/23/15,4,2,0,1,5,0,1,1,0,0,0,0,0,4,2,9,3144962,10075799,1,476,,,
176441,10/21/16,8,0,0,1,5,0,3,16,0,0,0,0,0,0,0,19,3114979,10070654,9,477,,,
176597,10/30/16,8,2,0,1,5,0,0,10,0,0,0,0,0,2,0,9,3115491,10070521,9,19,,,
176632,10/30/16,8,0,0,1,5,0,0,56,0,0,0,0,0,4,2,19,3115491,10070521,9,19,,,
176190,9/30/16,5,0,0,1,5,0,0,6,0,0,0,0,0,0,0,17,3107818,10070086,8,478,,,
154428,12/19/14,7,0,0,1,4,6,2,0,0,0,0,0,0,0,4,8,3107778,10042709,0,479,30.192307,-97.765264,
174192,5/30/16,8,0,0,1,5,0,3,16,0,0,0,0,0,0,0,12,3114607,10072215,1,480,,,
176631,10/30/16,8,0,0,1,5,0,0,10,0,0,0,0,0,2,1,5,3115491,10070521,9,19,,,
152901,10/25/14,8,2,0,1,4,2,0,0,1,0,0,0,4,4,0,4,3119539,10067323,0,481,30.262104,-97.752803,
152922,10/25/14,8,2,0,1,4,2,0,0,0,0,0,0,0,0,2,11,3119539,10067323,0,481,30.262104,-97.752803,
175810,9/12/16,9,2,0,1,4,0,2,8,0,0,0,0,0,2,2,13,3151787,10036790,2,482,,,
161323,6/1/15,8,3,0,1,2,0,2,0,0,0,0,0,0,0,2,9,3115952,10070759,9,29,,,
146001,4/4/14,9,2,1,1,2,2,3,39,0,0,0,0,0,0,0,17,3117533,10057630,0,380,30.23165,-97.733406,
174013,5/16/16,9,2,0,2,4,0,0,14,6,0,0,0,1,4,0,5,3126454,10056138,3,483,,,
174025,5/16/16,9,2,0,2,4,0,0,31,0,0,0,0,0,4,2,7,3126454,10056138,3,483,,,
152539,10/8/14,1,2,5,1,2,2,0,1,1,0,0,0,3,4,0,19,3111520,10116674,0,484,30.394225,-97.748273,
177173,12/8/16,8,2,3,1,2,0,3,8,0,0,0,0,0,0,0,4,3115755,10066796,9,133,,,
176135,10/3/16,4,3,0,1,2,0,2,25,5,0,0,0,1,4,0,6,3132255,10074592,1,485,,,
174766,7/3/16,6,2,3,1,4,0,2,8,0,0,0,0,0,4,0,9,3125377,10101811,4,486,,,
151745,9/14/14,8,0,0,1,5,3,0,1,4,0,0,0,1,0,0,4,3115085,10070527,0,381,,,
177505,12/26/16,6,2,0,2,2,0,3,10,0,0,0,0,0,0,0,5,3128170,10100704,4,451,,,
173956,5/12/16,9,2,0,1,5,0,3,14,0,0,0,0,0,4,0,7,3112419,10064004,9,487,,,
174186,5/30/16,6,2,0,2,5,0,3,8,0,0,0,0,0,0,0,4,3126171,10102665,4,488,,,
174344,6/9/16,10,2,3,1,5,0,3,26,0,0,0,0,0,0,0,6,3124522,10095909,4,388,,,
152296,9/30/14,8,2,1,1,2,2,3,0,0,0,0,0,0,1,0,11,3115952,10070759,0,29,30.267644,-97.737698,
157321,3/10/15,10,2,0,2,5,0,0,9,0,0,0,0,0,0,0,5,3119966,10094035,7,489,,,
157341,3/10/15,10,2,2,2,5,0,0,15,0,0,0,0,0,0,0,25,3119966,10094035,7,489,,,
157406,3/13/15,8,2,0,1,2,0,3,1,0,0,0,0,0,0,0,3,3116276,10068312,9,490,,,
176764,11/9/16,4,0,0,1,2,0,2,8,0,0,0,0,0,6,0,7,3130452,10072437,3,491,,30.293183,-97.67803
153719,11/18/14,3,2,0,2,5,5,3,12,0,0,0,0,0,0,0,12,3112131,10113887,0,492,30.388504,-97.748124,
168194,11/7/15,7,2,0,1,4,0,0,2,0,0,0,0,0,0,0,8,3109916,10040483,2,493,,,
173808,5/1/16,9,2,1,2,4,0,3,57,0,0,0,0,0,1,3,8,3127669,10060052,3,494,,,
155923,2/8/15,9,2,1,1,2,0,2,35,0,0,0,0,0,0,0,19,3122853,10060648,3,495,,,
161824,6/15/15,9,1,2,2,2,0,3,15,0,0,0,0,0,6,0,5,3118213,10062790,9,496,,,
162482,6/24/15,6,2,1,1,2,0,2,0,0,0,0,0,0,6,0,11,3131001,10104173,4,497,,,
176012,9/22/16,10,2,0,1,4,0,2,8,0,0,0,0,0,1,0,14,3133497,10082941,1,498,,,
177371,12/21/16,10,2,0,1,4,0,0,8,0,0,0,0,0,6,0,5,3128513,10092685,4,499,,,
177407,12/21/16,10,2,0,1,4,0,0,8,0,0,0,0,0,1,0,3,3128513,10092685,4,499,,,
164443,8/6/15,8,2,0,2,2,0,3,0,2,0,0,0,2,4,0,12,3114084,10070517,9,500,,,
157886,3/25/15,6,2,0,1,5,0,1,21,0,0,0,0,0,0,0,3,3135611,10127970,7,36,,,
153019,9/30/14,7,2,5,1,4,2,2,0,0,0,0,0,0,0,1,7,3116390,10027566,0,501,30.149133,-97.739251,
169691,12/26/15,6,2,0,1,4,0,0,5,1,0,0,0,1,0,0,4,3128521,10099784,4,502,,,
177370,12/21/16,10,2,0,1,4,0,0,8,0,0,0,0,0,0,0,0,3128513,10092685,4,499,,,
170909,1/30/16,5,2,2,2,5,0,3,10,0,0,0,0,0,4,2,11,3108638,10055023,3,503,,,
170967,1/30/16,5,2,2,2,5,0,3,10,0,0,0,0,0,4,0,18,3108638,10055023,3,503,,,
152219,9/24/14,5,0,0,1,4,2,2,23,1,0,0,0,1,4,0,6,3106681,10068678,0,504,30.262721,-97.766918,
177343,12/19/16,1,2,0,1,5,0,2,8,0,0,0,0,0,0,0,17,3087514,10138050,6,505,,,
152622,10/12/14,10,2,0,1,4,2,2,17,1,0,0,0,1,4,0,11,3123719,10093873,0,506,30.330691,-97.711203,
152463,10/6/14,5,3,0,2,4,2,2,1,0,0,0,0,0,0,0,10,3108189,10066117,0,507,,,
157501,3/16/15,4,2,4,1,4,0,1,1,0,0,0,0,0,0,0,13,3128215,10069906,3,508,,,
164222,8/1/15,9,2,2,2,4,0,3,2,0,0,0,0,0,0,3,5,3122230,10059265,3,509,,,
169729,12/26/15,6,2,0,1,4,0,0,21,0,0,0,0,0,0,7,3,3128521,10099784,4,502,,,
175092,8/6/16,7,2,0,1,4,0,2,48,5,0,0,0,3,4,0,9,3107456,10042310,2,510,,,
151324,9/1/14,7,2,0,1,2,2,0,5,3,0,0,0,1,0,0,8,3103018,10043865,0,511,30.195151,-97.78127,
162242,6/24/15,6,2,1,1,2,0,2,1,0,0,0,0,0,6,0,21,3131001,10104173,4,497,,,
173627,4/23/16,10,2,2,1,2,0,2,31,6,0,0,0,5,4,2,13,3133336,10093586,1,512,,,
173788,5/3/16,6,0,2,2,2,0,3,41,0,0,0,0,0,0,0,8,3127650,10106327,4,400,,,
176687,11/5/16,5,2,1,2,5,0,1,8,0,0,0,0,0,6,0,15,3103101,10062677,5,513,,,
177342,12/19/16,1,2,0,1,5,0,2,8,0,0,0,0,0,6,0,10,3087514,10138050,6,505,,,
154304,12/21/14,10,2,1,1,5,2,1,20,0,0,0,0,0,4,0,24,3135971,10088055,0,514,30.314092,-97.673077,
166563,9/19/15,8,0,0,1,5,0,2,0,0,0,0,0,0,0,0,14,3114608,10072215,1,515,30.272065,-97.74176,
152242,9/24/14,10,2,3,1,4,12,0,1,0,0,0,0,0,0,0,12,3130488,10091489,0,516,30.323992,-97.689633,
153343,11/8/14,3,2,3,1,2,10,0,39,0,0,0,0,0,0,0,13,3126381,10077833,0,517,30.286762,-97.703518,
143042,1/18/14,3,2,0,1,5,2,0,0,0,0,0,0,0,4,0,8,3110281,10073014,0,518,30.274811,-97.755283,
152462,10/6/14,5,3,0,1,4,2,2,1,0,0,0,0,0,4,2,7,3108189,10066117,0,507,,,
175400,8/25/16,6,2,0,1,4,0,2,6,0,0,0,0,0,0,0,4,3129938,10106815,4,519,,,
176025,9/22/16,10,2,0,1,4,0,2,8,0,0,0,0,0,1,0,13,3133497,10082941,1,498,,,
157821,3/25/15,10,2,0,1,5,0,0,0,3,0,0,0,1,0,0,1,3116415,10100387,7,520,,,
170632,1/24/16,9,2,0,2,5,0,1,8,0,0,0,0,0,1,0,3,3123895,10059508,3,521,,,
144349,3/1/14,7,2,0,1,4,6,2,0,0,0,0,0,0,2,0,6,3110087,10039139,0,522,30.181594,-97.7584,
152279,9/24/14,10,2,3,1,4,12,0,1,0,0,0,0,0,0,0,6,3130488,10091489,0,516,30.323992,-97.689633,
164167,8/1/15,9,2,1,2,4,0,1,2,0,0,0,0,0,0,0,7,3122230,10059265,3,509,,,
152498,10/8/14,1,2,0,1,2,2,0,1,0,0,0,0,0,0,0,12,3111520,10116674,0,484,30.394225,-97.748273,
161445,6/5/15,7,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3096392,10039911,2,523,,,
168282,11/5/15,4,1,0,2,2,0,3,1,4,0,0,0,1,1,2,13,3126934,10074726,1,524,,,
177487,12/21/16,6,2,0,1,2,0,2,8,11,0,0,0,1,0,0,4,3125548,10109530,4,525,,,
176672,11/5/16,8,2,2,2,5,0,1,47,0,0,0,0,0,0,0,15,3115628,10070484,9,62,,,
153839,11/28/14,6,0,0,1,4,2,2,0,1,0,0,0,1,4,0,8,3128437,10105660,0,526,30.363566,-97.696764,
157122,3/4/15,10,2,0,2,2,0,2,0,0,0,0,0,0,0,0,13,3131077,10094086,4,527,,,
173648,4/24/16,9,2,0,2,2,0,3,41,0,0,0,0,0,0,0,5,3116727,10058078,3,528,,,
175856,8/17/16,1,2,0,2,5,0,2,8,0,0,0,0,0,0,0,6,3096967,10143063,6,319,,,
177164,12/6/16,8,0,3,1,5,0,0,50,0,0,0,0,0,0,0,10,3110740,10071581,9,203,,,
149659,7/14/14,9,1,1,1,4,6,2,9,0,0,0,0,0,6,0,6,3117976,10056670,0,529,,,
152241,9/24/14,10,2,3,1,4,12,0,1,0,0,0,0,0,0,0,11,3130488,10091489,0,516,30.323992,-97.689633,
177433,12/20/16,6,2,0,1,4,0,0,14,0,0,0,0,0,6,3,0,3128227,10099667,4,530,,,
177434,12/20/16,6,2,0,1,4,0,0,14,0,0,0,0,0,6,0,9,3128227,10099667,4,530,,,
149806,7/23/14,4,2,4,1,2,8,2,0,0,0,0,0,0,0,0,10,3133489,10076578,0,531,30.282991,-97.681534,
161499,6/6/15,5,2,1,1,2,0,0,1,1,0,0,0,1,4,0,21,3080382,10058187,8,532,,,
175091,8/6/16,3,2,0,1,5,0,0,16,11,0,0,0,1,4,0,0,3117242,10085149,9,533,,,
153148,10/31/14,9,2,1,1,4,6,3,17,0,0,0,0,0,0,0,15,3147402,10048812,0,534,,,
154224,12/17/14,10,2,5,1,2,2,0,1,0,0,0,0,0,4,0,5,3124180,10090535,0,535,30.321562,-97.710667,
157583,3/18/15,10,2,0,1,2,0,2,0,0,0,0,0,0,0,0,25,3128212,10089771,1,99,,,
149660,7/14/14,9,1,1,1,4,6,2,9,0,0,0,0,0,6,0,6,3117976,10056670,0,529,,,
142468,1/14/14,3,2,1,1,2,2,1,1,8,0,0,0,0,2,0,6,3112116,10086461,0,536,,,
152602,10/11/14,5,2,0,1,5,2,0,0,0,0,0,0,0,4,0,8,3094446,10051311,0,249,30.216073,-97.806988,
143431,2/9/14,5,2,0,1,5,2,0,0,0,0,0,0,0,0,0,10,3096307,10056913,0,537,30.231119,-97.800617,
173649,4/24/16,9,2,1,3,3,0,3,16,0,0,0,0,0,0,1,20,3116727,10058078,3,528,,,
152623,10/12/14,10,2,0,1,4,2,2,17,1,0,0,0,1,4,2,13,3123719,10093873,0,506,30.330691,-97.711203,
147319,5/12/14,3,2,1,1,4,2,3,2,0,0,0,0,0,0,0,6,3110954,10099400,0,538,30.346506,-97.751488,
153531,11/17/14,7,2,1,1,4,2,2,3,0,0,0,0,0,4,6,12,3113047,10045816,0,539,30.1998,-97.748466,
153726,11/20/14,10,2,0,1,4,2,0,0,0,0,0,0,0,0,0,2,3114933,10095600,0,540,30.336388,-97.739578,
171050,1/31/16,3,2,1,2,4,0,0,8,0,0,0,0,0,4,0,0,3121189,10087242,9,106,,,
176821,11/14/16,10,5,0,1,4,0,2,48,5,0,0,0,1,4,0,18,3126064,10091805,4,311,,,
167366,10/14/15,8,2,0,1,2,0,3,0,0,0,0,0,0,4,0,9,3116612,10070581,9,541,,,
171062,2/8/16,8,2,5,1,2,0,3,10,0,0,0,0,0,0,2,16,3116389,10066822,3,542,,,
172968,3/24/16,9,2,0,1,2,0,2,8,0,0,0,0,0,6,0,6,3121769,10057727,3,543,,,
174346,6/5/16,10,2,1,2,2,0,1,8,0,0,0,0,0,0,0,14,3124700,10092754,4,544,,,
156861,2/25/15,1,2,0,2,5,0,0,0,0,0,0,0,0,4,0,8,3126186,10123427,7,545,,,
158721,4/13/15,5,2,3,1,5,0,3,0,0,0,0,0,0,0,0,12,3063867,10064850,8,546,,,
158861,4/13/15,5,2,3,1,5,0,3,0,0,0,0,0,0,0,0,3,3063867,10064850,8,546,,,
146389,4/21/14,6,2,0,2,4,11,3,11,0,0,0,0,0,2,0,6,3129388,10102200,0,547,,,
146399,4/24/14,10,0,1,1,2,2,2,0,0,0,0,0,0,0,0,3,3118769,10092288,0,548,30.326783,-97.727098,
150442,8/12/14,4,0,0,1,2,2,2,0,1,0,0,0,1,4,0,6,3123543,10073833,0,549,30.275862,-97.713241,
154059,12/9/14,6,2,0,1,5,5,3,5,0,0,0,0,0,0,0,8,3122365,10114717,0,550,30.388783,-97.713621,
160942,5/27/15,10,1,1,1,2,0,0,1,1,0,0,0,1,4,0,4,3122291,10100325,7,551,,,
149440,7/11/14,3,2,0,1,5,5,3,18,1,0,0,0,1,1,0,8,3099215,10096145,0,552,30.338976,-97.788492,
164189,8/1/15,8,2,1,1,2,0,0,0,0,0,0,0,0,0,0,8,3114891,10070481,9,553,,,
164225,8/1/15,9,2,1,2,4,0,3,2,0,0,0,0,0,0,0,8,3122230,10059265,3,509,,,
174184,5/20/16,6,1,0,1,2,0,2,47,0,0,0,0,0,0,0,4,3129679,10109661,4,554,30.373252,-97.691281,
146390,4/21/14,6,2,0,2,4,11,3,11,0,0,0,0,0,2,0,5,3129388,10102200,0,547,,,
172653,3/19/16,9,2,0,1,4,0,1,8,0,0,0,0,0,0,0,9,3142696,10050641,2,555,,,
176448,10/20/16,9,2,0,1,4,0,2,8,0,0,0,0,0,0,0,13,3121810,10060460,3,556,,,
176466,10/20/16,9,2,0,1,4,0,0,8,0,0,0,0,0,0,0,9,3121810,10060460,3,556,,,
146875,5/9/14,6,2,0,1,2,2,0,15,0,0,0,0,0,0,0,8,3127579,10106801,0,31,30.36594,-97.698326,
146874,5/9/14,6,2,0,1,2,2,0,15,0,0,0,0,0,0,0,3,3127579,10106801,0,31,30.36594,-97.698326,
142341,1/10/14,4,2,1,2,2,2,1,0,0,0,0,0,0,0,0,7,3121664,10072935,0,225,30.27381,-97.719665,
156126,2/11/15,11,0,0,1,2,0,2,2,0,0,0,0,0,2,0,12,-,-,0,362,,,
144270,2/28/14,9,2,0,2,5,2,3,0,0,0,0,0,0,1,0,11,3120959,10059177,0,194,30.234657,-97.723454,
165082,8/19/15,10,2,0,1,5,0,0,21,0,0,0,0,0,0,0,14,3130949,10094310,4,557,,,
174300,6/9/16,7,2,0,1,5,0,0,10,5,0,0,0,1,4,0,7,3084894,10036237,5,223,,,
152182,9/23/14,10,0,0,1,4,6,2,17,0,0,0,0,0,0,2,4,3125468,10088596,0,558,,,
148201,6/6/14,6,3,0,2,2,1,2,0,0,0,0,0,0,4,0,8,3130616,10104076,0,559,30.358454,-97.688501,
148202,6/6/14,6,3,0,2,2,1,2,0,0,0,0,0,0,4,0,3,3130616,10104076,0,559,30.358454,-97.688501,
156123,2/11/15,11,0,0,1,2,0,2,2,0,0,0,0,0,2,2,12,-,-,0,362,,,
174105,5/21/16,4,2,1,1,4,0,0,22,0,0,0,0,0,4,2,14,3121605,10080656,9,560,,,
149119,6/27/14,6,2,0,2,4,2,1,1,0,0,0,0,0,0,0,2,3134421,10122145,0,561,,,
152505,10/7/14,5,2,0,1,4,2,0,0,0,0,0,0,0,0,0,7,3071891,10049519,0,562,30.212529,-97.878574,
152480,10/7/14,5,2,0,1,4,2,0,0,0,0,0,0,0,0,2,10,3071891,10049519,0,562,30.212529,-97.878574,
177198,12/11/16,10,2,0,1,4,0,2,8,0,0,0,0,0,4,0,2,3131148,10086648,1,563,,,
160682,5/22/15,7,2,0,1,5,0,0,1,0,0,0,0,0,4,2,0,3110828,10035957,2,564,,,
176691,11/6/16,8,0,0,1,5,0,0,8,0,0,0,0,0,0,0,3,3115448,10070595,9,427,,,
177213,12/14/16,3,1,0,1,5,0,0,14,0,0,0,0,0,0,2,3,3110306,10072127,9,565,,,
177324,12/14/16,3,1,0,1,5,0,0,14,0,0,0,0,0,4,3,0,3110306,10072127,9,565,,,
173725,4/29/16,1,2,0,1,5,0,0,22,5,0,0,0,1,4,0,6,3111972,10123589,10,566,,,
176506,10/21/16,4,2,1,1,2,0,2,8,0,0,0,0,0,0,0,5,3121239,10068720,3,567,,,
176474,10/21/16,4,2,0,1,2,0,2,14,5,0,0,0,1,4,0,14,3121239,10068720,3,567,,,
175279,8/15/16,10,2,2,1,5,0,3,31,8,0,0,0,0,0,2,9,3136783,10093007,1,568,,,
172886,3/25/16,10,3,0,1,4,0,0,10,0,0,0,0,0,4,3,6,3124930,10086615,4,569,,,
155241,1/24/15,8,3,0,1,2,0,2,0,0,0,0,0,0,6,3,12,3115886,10070622,9,336,,,
163261,7/10/15,9,2,0,2,2,0,3,0,0,0,0,0,0,0,0,15,3155136,10037564,2,409,,,
162564,6/29/15,9,3,1,1,5,0,1,0,0,0,0,0,0,4,0,5,3118696,10061689,3,570,,,
174727,7/6/16,7,2,1,2,5,0,3,58,0,0,0,0,0,0,0,14,3112536,10042655,2,571,,,
147200,5/12/14,3,2,1,1,4,2,3,0,0,0,0,0,0,0,0,19,3110954,10099400,0,538,30.346506,-97.751488,
157189,3/7/15,4,2,0,2,4,0,2,0,0,0,0,0,0,0,0,13,3123943,10066660,3,572,,,
168230,11/8/15,5,2,3,1,5,0,1,11,0,0,0,0,0,0,0,9,3098704,10054265,5,573,,,
147225,5/19/14,4,0,0,1,2,2,2,5,3,0,0,0,1,0,0,5,3126435,10073947,0,574,30.27626,-97.704233,
170045,1/3/16,7,2,0,1,2,0,2,10,11,0,0,0,3,0,0,3,3084628,10036995,5,575,,,
171491,2/15/16,7,2,1,1,4,0,0,8,0,0,0,0,0,4,0,6,3096880,10034412,5,576,,,
177358,12/16/16,4,2,3,1,4,0,3,8,0,0,0,0,0,4,3,7,3124926,10072257,1,577,,,
142428,1/10/14,6,2,3,1,5,5,3,5,0,0,0,0,0,0,0,8,3131541,10102640,0,578,30.354464,-97.685662,
166462,9/16/15,10,2,0,1,5,0,3,0,0,0,0,0,0,6,0,11,3130539,10086853,1,579,,,
173104,3/31/16,8,2,0,1,5,0,0,8,0,0,0,0,0,0,0,19,3114309,10070753,9,580,,,
176136,10/5/16,8,2,1,1,5,0,3,16,0,0,0,0,0,0,0,9,3115542,10070511,9,71,,,
176268,10/5/16,8,2,0,1,5,0,3,41,0,0,0,0,0,0,0,17,3115542,10070511,9,71,,,
154240,12/17/14,7,0,0,1,2,2,3,11,0,0,0,0,0,6,0,23,3106560,10043145,0,581,,,
150381,8/8/14,4,2,0,2,2,2,3,1,0,0,0,0,0,0,0,7,3150049,10081517,0,582,30.29559,-97.628929,
